atr_mult,rebound,vol_block,atr_fast,atr_slow,final,max_dd_pct,months_up_pct,median_year_pct,years_up,trades_per_year,ruined
4.6,0.55,1.0,10,288,1132.53,18.2,56.8,7.96,19,94.0,False
4.6,0.55,0.9,30,400,1270.26,19.94,56.8,6.49,19,98.0,False
5.0,0.35,0.8,10,150,1528.17,18.84,56.8,5.35,19,77.0,False
4.6,0.45,1.0,10,150,965.72,18.19,56.8,7.19,19,101.0,False
5.4,0.75,1.2,15,400,734.94,18.57,56.8,6.99,19,86.0,False
4.6,0.55,1.1,10,288,819.4,19.59,56.4,6.88,19,103.0,False
3.8,0.35,0.9,15,150,1088.59,13.97,56.4,4.78,19,122.0,False
3.8,0.45,0.9,15,200,1111.27,15.9,56.4,5.11,19,115.0,False
3.8,0.55,1.0,15,288,823.43,15.98,56.4,8.96,19,120.0,False
4.6,0.65,1.2,5,200,1120.43,16.99,56.4,4.54,19,84.0,False
4.6,0.65,1.0,5,288,905.21,19.48,56.4,4.73,19,72.0,False
4.6,0.75,1.2,15,288,764.26,19.66,56.4,7.33,19,103.0,False
4.6,0.55,1.1,15,400,733.72,19.89,55.9,4.57,19,107.0,False
5.4,0.35,0.8,30,400,1317.2,14.42,55.9,5.85,19,79.0,False
3.8,0.65,1.0,5,200,1130.67,19.5,55.9,6.15,19,88.0,False
5.4,0.75,1.1,30,150,917.04,16.86,55.9,6.25,19,89.0,False
4.6,0.75,1.2,15,400,969.3,15.5,55.5,7.92,19,110.0,False
4.6,0.65,0.9,20,200,1353.31,18.59,55.1,4.9,19,84.0,False
5.4,0.45,1.1,30,150,926.31,18.3,54.2,6.67,19,114.0,False
4.6,0.65,1.2,15,400,766.49,16.84,53.7,7.54,19,114.0,False
5.4,0.65,1.0,5,150,856.92,19.79,53.7,6.81,19,63.0,False
3.8,0.35,0.9,15,200,915.85,18.19,53.3,3.5,19,121.0,False
5.4,0.45,1.1,10,400,702.0,19.59,52.9,10.33,19,94.0,False
5.0,0.75,1.1,5,288,670.23,17.89,50.2,5.78,19,69.0,False
