atr_mult,rebound,vol_block,atr_fast,max_open,equity_stop,final,dd,net,months,yup,tpy,ruin,trades
4.0,0.75,0.8,15,12,6.0,2319.5334674714154,17.040542228162735,2219.5334674714154,88.54625550660793,19,306.2877630441049,False,5818
4.0,0.75,0.8,15,12,9.0,2301.4801804584376,13.42422292311526,2201.4801804584376,83.70044052863436,19,302.44468867108674,False,5745
4.0,0.75,0.8,15,15,4.0,2217.157029037638,15.712516383176755,2117.157029037638,91.18942731277532,19,346.2978524070337,False,6578
4.0,0.75,0.8,15,15,6.0,2092.0780481074744,13.611180613518087,1992.0780481074742,87.22466960352423,19,336.50590948400117,False,6392
4.0,0.75,0.8,15,15,9.0,2280.3362405983353,16.265639256606164,2180.3362405983353,87.22466960352423,19,330.4517512251369,False,6277
4.0,0.75,0.8,20,10,4.0,2346.0157354706034,15.75239678368455,2246.0157354706034,91.18942731277532,19,296.12730614009797,False,5625
4.0,0.75,0.8,20,10,6.0,2304.654124495235,17.455633725421993,2204.654124495235,88.98678414096916,19,285.75626981839144,False,5428
4.0,0.75,0.8,20,10,9.0,2283.9719789112123,17.970504603769864,2183.9719789112123,86.78414096916299,19,276.2275511674834,False,5247
4.0,0.75,0.8,20,12,4.0,2307.7900006859795,13.80711679758147,2207.7900006859795,92.95154185022027,19,322.60766791582586,False,6128
4.0,0.75,0.8,20,12,6.0,2312.4047427253695,14.894243962154718,2212.5422427253693,89.86784140969164,19,315.60590227731336,False,5995
4.0,0.75,0.8,20,12,9.0,2288.173389108421,14.40987282179265,2188.3108891084207,86.34361233480176,19,310.97315508792155,False,5907
4.0,0.75,0.8,20,15,4.0,2218.7254949159083,19.843476185022393,2118.7254949159083,91.18942731277532,19,346.2452075526088,False,6577
4.0,0.75,0.8,20,15,6.0,2118.994481686089,22.95289165430979,2018.9944816860889,88.10572687224669,19,343.24445085038917,False,6520
4.0,0.75,0.8,20,15,9.0,2215.2301749036815,16.762690748671833,2115.2301749036815,87.66519823788546,19,345.92933842605936,False,6571
4.0,0.75,0.9,10,10,4.0,2099.2300190476144,13.706495100612864,1999.2300190476146,89.86784140969164,19,333.4525079273566,False,6334
4.0,0.75,0.9,10,10,6.0,2193.1868547619406,11.863972220421122,2093.1868547619406,87.66519823788546,19,316.44821994811184,False,6011
4.0,0.75,0.9,10,10,9.0,2582.914090476157,14.344968040498548,2482.914090476157,81.4977973568282,19,313.34217353704236,False,5952
4.0,0.75,0.9,10,12,4.0,2215.841334126988,18.371647357246566,2115.841334126988,91.62995594713657,19,360.77518737388294,False,6853
4.0,0.75,0.9,10,12,6.0,2067.3782198413,13.765637768222124,1967.3782198412998,86.78414096916299,19,339.19079705967135,False,6443
4.0,0.75,0.9,10,12,9.0,2475.1327468254053,12.491898117351427,2375.2667468254035,86.34361233480176,19,343.29709570481407,False,6521
4.0,0.75,0.9,10,15,4.0,2220.5538658730393,12.409019815669028,2120.5538658730393,90.30837004405286,19,378.41121360622657,False,7188
4.0,0.75,0.9,10,15,6.0,2183.7473746032238,13.569483907851126,2083.7473746032238,88.98678414096916,19,369.83010233496685,False,7025
4.0,0.75,0.9,10,15,9.0,2461.0561174603336,12.686749095832436,2361.0561174603336,86.34361233480176,19,358.98526232343613,False,6819
4.0,0.75,0.9,15,10,4.0,2087.997128982127,18.703480405693103,1988.0871289821266,90.30837004405286,19,328.76711588353993,False,6245
4.0,0.75,0.9,15,10,6.0,2040.8571319347375,19.019545700533506,1940.9437986014036,83.70044052863436,19,332.50490054770825,False,6316
4.0,0.75,0.9,15,10,9.0,2063.9097313020393,20.495518796814412,1963.9097313020393,81.4977973568282,19,315.60590227731336,False,5995
4.0,0.75,0.9,15,12,4.0,2184.9982862082434,18.186469948616356,2085.0882862082435,90.30837004405286,19,349.08802969155374,False,6631
4.0,0.75,0.9,15,12,6.0,2081.5345457320263,18.528488598508407,1981.5345457320263,86.78414096916299,19,350.14092678005187,False,6651
4.0,0.75,0.9,15,12,9.0,2566.0424282161785,13.370183729089154,2466.4904282161783,85.02202643171806,19,340.1910492937446,False,6462
4.0,0.75,0.9,15,15,4.0,2213.757346098333,16.070663241736902,2113.757346098333,89.86784140969164,19,375.7263260305563,False,7137
4.0,0.75,0.9,15,15,6.0,2036.4209997835374,17.04985348709118,1936.4209997835374,85.02202643171806,19,375.3051671951571,False,7129
4.0,0.75,0.9,15,15,9.0,2479.372512171138,17.206827402984395,2379.372512171138,83.70044052863436,19,373.9364009801095,False,7103
4.0,0.75,0.9,20,10,4.0,2083.4026504859758,17.8895440603333,1983.5401504859758,88.10572687224669,19,335.8741712309023,False,6380
4.0,0.75,0.9,20,10,6.0,2085.4059011412173,17.98515123529219,1985.405901141217,84.58149779735683,19,334.4527601614298,False,6353
4.0,0.75,0.9,20,10,9.0,2133.5212315412327,20.969485337057577,2033.5212315412327,82.37885462555066,19,325.2399106370712,False,6178
4.0,0.75,0.9,20,12,4.0,2045.937904491233,17.931822432463818,1945.937904491233,87.22466960352423,19,347.9824877486307,False,6610
4.0,0.75,0.9,20,12,6.0,2141.8618021825578,18.058605027100956,2041.8618021825575,84.58149779735683,19,345.1396656096858,False,6556
4.0,0.75,0.9,20,12,9.0,2019.1048884670054,17.689418542261475,1919.1048884670054,81.93832599118943,19,344.3499927933122,False,6541
4.0,0.75,0.9,20,15,4.0,2112.698163448259,16.814141344249556,2012.698163448259,90.30837004405286,19,376.62128855577976,False,7154
4.0,0.75,0.9,20,15,6.0,2133.2100988544034,18.9173717282343,2033.6450988544034,86.78414096916299,19,370.7777097146151,False,7043
4.0,0.75,0.9,20,15,9.0,1978.9508821016996,16.210648719245484,1879.0883821016994,82.37885462555066,19,371.0409339867397,False,7048
4.5,0.55,0.7,10,10,4.0,2226.3971982143016,27.054421226609467,2126.3971982143016,90.30837004405286,19,244.06154511386566,False,4636
4.5,0.55,0.7,10,10,6.0,2289.355642857156,27.212329543896352,2189.355642857156,88.54625550660793,19,240.32376044969732,False,4565
4.5,0.55,0.7,10,10,9.0,2471.5187044642457,14.207468716358296,2371.5187044642457,82.81938325991189,19,218.6340804266359,False,4153
4.5,0.55,0.7,10,12,4.0,2270.1321062499806,25.57122537461849,2170.1321062499806,92.07048458149781,19,282.3343542807726,False,5363
4.5,0.55,0.7,10,12,6.0,2183.3117348213846,27.628590818912617,2083.3117348213846,87.66519823788546,19,262.32930959930815,False,4983
4.5,0.55,0.7,10,12,9.0,2450.0419964285347,17.11380576943791,2350.0419964285347,84.58149779735683,19,268.8572715479965,False,5107
4.5,0.55,0.7,10,15,4.0,2292.3302901785296,26.328313267533225,2192.3302901785296,92.07048458149781,19,300.39153934851544,False,5706
4.5,0.55,0.7,10,15,6.0,2476.1215348214096,19.79049740617016,2376.1215348214096,91.62995594713657,19,293.9688671086768,False,5584
4.5,0.55,0.7,10,15,9.0,2539.034124999982,15.345387810240515,2439.034124999982,89.86784140969164,19,281.0182329201499,False,5338
4.5,0.55,0.7,15,10,4.0,2283.234626523478,19.576057363598117,2183.234626523478,89.86784140969164,19,247.7466849236091,False,4706
4.5,0.55,0.7,15,10,6.0,2285.521261925561,20.61815426382307,2185.521261925561,88.54625550660793,19,246.2726289997117,False,4678
4.5,0.55,0.7,15,10,9.0,2401.000248963544,20.17259902298459,2301.000248963544,81.05726872246696,19,236.37539636782932,False,4490
4.5,0.55,0.7,15,12,4.0,2457.2639033716446,23.49127102059837,2357.2639033716446,91.62995594713657,19,271.3315797059671,False,5154
4.5,0.55,0.7,15,12,6.0,2144.3914615634294,26.705141566411587,2044.3914615634292,83.70044052863436,19,268.38346785817237,False,5098
4.5,0.55,0.7,15,12,9.0,2500.9285263361094,22.847767913760492,2400.9285263361094,83.25991189427313,19,264.5930383395791,False,5026
4.5,0.55,0.7,15,15,4.0,2285.6037969530707,23.375226738384907,2185.6037969530707,86.78414096916299,19,296.4431752666474,False,5631
4.5,0.55,0.7,15,15,6.0,2183.9038520229547,24.913804739610885,2083.9038520229547,84.58149779735683,19,293.9162222542519,False,5583
4.5,0.55,0.7,15,15,9.0,2432.838497415042,21.831818250376184,2332.838497415042,84.14096916299559,19,286.44065292591523,False,5441
4.5,0.55,0.7,20,10,4.0,2123.146024979399,16.234952934345408,2023.146024979399,85.90308370044053,19,249.64189968290572,False,4742
4.5,0.55,0.7,20,10,6.0,2105.9070932025306,18.51588203823268,2005.9070932025309,85.02202643171806,19,248.11519890458345,False,4713
4.5,0.55,0.7,20,10,9.0,2149.499927093963,27.733756102210315,2049.499927093963,81.05726872246696,19,241.85046122801958,False,4594
4.5,0.55,0.7,20,12,4.0,2144.275330753313,31.7424836198456,2044.2753307533128,85.90308370044053,19,276.9645791294321,False,5261
4.5,0.55,0.7,20,12,6.0,2219.3867504279315,15.634806626928748,2119.3867504279315,84.58149779735683,19,269.9628134909196,False,5128
4.5,0.55,0.7,20,12,9.0,2217.0804721601758,21.53558805434948,2117.0804721601758,81.93832599118943,19,273.17414961083887,False,5189
4.5,0.55,0.7,20,15,4.0,2226.6545186530143,19.750749029642527,2126.6545186530143,87.22466960352423,19,301.9708849812626,False,5736
4.5,0.55,0.7,20,15,6.0,2365.3154278284455,36.311943273152316,2265.3154278284455,85.90308370044053,19,291.86307293168056,False,5544
4.5,0.55,0.7,20,15,9.0,2273.604516965135,21.583133453800908,2173.604516965135,80.1762114537445,19,287.33561545113866,False,5458
4.5,0.55,0.8,10,10,4.0,1949.8273535713938,15.427256928790925,1849.8273535713938,86.78414096916299,19,300.8653430383396,False,5715
4.5,0.55,0.8,10,10,6.0,2163.3379098214277,17.25295547679906,2063.3379098214277,82.37885462555066,19,285.9142043816662,False,5431
4.5,0.55,0.8,10,10,9.0,1919.3579812499956,17.648149348213646,1819.3579812499956,77.09251101321586,19,270.96306572499276,False,5147
4.5,0.55,0.8,10,12,4.0,1994.6057714285741,18.05031733795089,1894.6057714285741,86.78414096916299,19,315.23738829633896,False,5988
4.5,0.55,0.8,10,12,6.0,2049.735008928551,17.297077762990753,1949.735008928551,85.02202643171806,19,300.0230253675411,False,5699
4.5,0.55,0.8,10,12,9.0,2120.351067857102,19.44653014374865,2020.3510678571017,79.73568281938326,19,290.65224127990774,False,5521
4.5,0.55,0.8,10,15,4.0,1936.1985419642647,18.139560545023006,1836.1985419642647,89.42731277533039,19,332.083741712309,False,6308
4.5,0.55,0.8,10,15,6.0,2025.7152348213765,18.888658945060794,1925.7152348213765,87.66519823788546,19,326.5033871432689,False,6202
4.5,0.55,0.8,10,15,9.0,2019.1477294642898,15.66601547093735,1919.1477294642898,79.73568281938326,19,317.9222758720092,False,6039
4.5,0.55,0.8,15,10,4.0,1954.2886707043106,12.182043469819472,1854.2886707043106,83.70044052863436,19,298.3383900259441,False,5667
4.5,0.55,0.8,15,10,6.0,2005.6510013923935,12.230909077770228,1905.6510013923935,82.81938325991189,19,287.8094191409628,False,5467
4.5,0.55,0.8,15,10,9.0,2310.3878955356968,13.2583186646693,2210.3878955356968,82.37885462555066,19,283.28196166042085,False,5381
4.5,0.55,0.8,15,12,4.0,1966.683345498287,12.548109318732632,1866.683345498287,82.81938325991189,19,324.0817238397232,False,6156
4.5,0.55,0.8,15,12,6.0,2116.259887531267,11.559420837828965,2016.259887531267,85.90308370044053,19,324.39759296627267,False,6162
4.5,0.55,0.8,15,12,9.0,2120.1063124063644,12.608998172560995,2020.1063124063644,80.1762114537445,19,305.656024791006,False,5806
4.5,0.55,0.8,15,15,4.0,1959.130145379668,15.147139975441492,1859.130145379668,84.14096916299559,19,340.1384044393197,False,6461
4.5,0.55,0.8,15,15,6.0,2018.5651581793672,12.227471872122301,1918.5651581793672,84.58149779735683,19,333.18928365523203,False,6329
4.5,0.55,0.8,15,15,9.0,2095.5403896354246,10.724456569208765,1995.5403896354246,80.61674008810573,19,330.03059238973765,False,6269
4.5,0.55,0.8,20,10,4.0,1949.1005209054333,15.430497496686648,1849.1005209054333,83.25991189427313,19,296.81168924762176,False,5638
4.5,0.55,0.8,20,10,6.0,1961.358184994944,16.447227079497665,1861.358184994944,80.61674008810573,19,295.65350245027383,False,5616
4.5,0.55,0.8,20,10,9.0,2024.9204266560628,17.63368951439101,1924.9204266560628,77.5330396475771,19,280.17591524935136,False,5322
4.5,0.55,0.8,20,12,4.0,1813.9809423753352,18.051946777681938,1713.9809423753352,81.05726872246696,19,320.2386494667051,False,6083
4.5,0.55,0.8,20,12,6.0,1950.8301616626943,16.492506805884407,1850.8301616626943,78.8546255506608,19,315.5006125684635,False,5993
4.5,0.55,0.8,20,12,9.0,1812.3387474414515,17.12278038907445,1712.3387474414515,77.5330396475771,19,307.0774358604785,False,5833
4.5,0.55,0.8,20,15,4.0,1820.938902823581,18.2090666993178,1720.938902823581,81.05726872246696,19,337.5588065724993,False,6412
4.5,0.55,0.8,20,15,6.0,1765.6828875943538,16.61463687091687,1665.6828875943538,77.5330396475771,19,334.29482559815506,False,6350
4.5,0.55,0.8,20,15,9.0,1719.927924546472,17.277612617459205,1619.927924546472,77.09251101321586,19,329.7147232631882,False,6263
4.5,0.55,0.9,10,10,4.0,1707.696432142906,11.43814114647974,1607.696432142906,81.4977973568282,19,322.9761818968002,False,6135
4.5,0.55,0.9,10,10,6.0,1739.3675375000032,13.279066081165283,1639.3675375000032,78.41409691629956,19,313.86862208129145,False,5962
4.5,0.55,0.9,10,10,9.0,1855.6057276785523,13.587890380797187,1755.6057276785523,77.5330396475771,19,309.4990991640242,False,5879
4.5,0.55,0.9,10,12,4.0,1708.6675607142965,13.341407095604731,1608.6675607142965,82.81938325991189,19,347.71926347650617,False,6605
4.5,0.55,0.9,10,12,6.0,1730.0721705357244,12.87430818277137,1630.3543705357247,81.05726872246696,19,340.1910492937446,False,6462
4.5,0.55,0.9,10,12,9.0,1710.4965500000328,14.022220110840674,1610.4965500000328,75.77092511013215,19,338.45376909772267,False,6429
4.5,0.55,0.9,10,15,4.0,1580.60285625005,13.34828967364706,1480.60285625005,81.4977973568282,19,354.6683842605938,False,6737
4.5,0.55,0.9,10,15,6.0,1721.517753571436,14.342664598413037,1621.517753571436,81.05726872246696,19,355.03689824156817,False,6744
4.5,0.55,0.9,10,15,9.0,1630.9677214285732,14.34166493279847,1529.7171214285734,78.41409691629956,19,351.56233784952434,False,6678
4.5,0.55,0.9,15,10,4.0,1690.6820633553973,12.893551284837923,1590.6820633553973,83.25991189427313,19,323.81849956759874,False,6151
4.5,0.55,0.9,15,10,6.0,1715.3473485576847,16.068882863298736,1615.3473485576847,81.05726872246696,19,314.60565004324013,False,5976
4.5,0.55,0.9,15,10,9.0,1822.5746675449518,16.00520660562851,1722.5746675449518,74.8898678414097,19,300.8653430383396,False,5715
4.5,0.55,0.9,15,12,4.0,1584.2041759240851,12.840018968340816,1484.2041759240851,78.8546255506608,19,337.0323580282502,False,6402
4.5,0.55,0.9,15,12,6.0,1508.1041652597603,15.974482711321972,1408.1041652597603,77.5330396475771,19,337.50616171807434,False,6411
4.5,0.55,0.9,15,12,9.0,1796.9775167082437,15.918348977684266,1696.9775167082437,77.5330396475771,19,323.13411646007495,False,6138
4.5,0.55,0.9,15,15,4.0,1717.3432846840992,12.72572181433489,1617.3432846840992,83.25991189427313,19,364.5129720380513,False,6924
4.5,0.55,0.9,15,15,6.0,1681.4122678009828,13.70838639513143,1581.4122678009828,80.1762114537445,19,363.5127198039781,False,6905
4.5,0.55,0.9,15,15,9.0,1745.6502300824025,15.57084713943547,1645.6502300824025,75.77092511013215,19,356.1424401844912,False,6765
4.5,0.55,0.9,20,10,4.0,1692.2235984143294,11.717287989519368,1592.2235984143294,85.02202643171806,19,338.295834534448,False,6426
4.5,0.55,0.9,20,10,6.0,1835.897100411278,13.165097825531705,1735.897100411278,83.25991189427313,19,327.8721533583165,False,6228
4.5,0.55,0.9,20,10,9.0,1710.7021477641244,14.197520973913683,1610.7021477641244,77.09251101321586,19,318.97517296050734,False,6059
4.5,0.55,0.9,20,12,4.0,1645.6156499584847,11.919646092195796,1545.6156499584847,84.58149779735683,19,350.5094407610262,False,6658
4.5,0.55,0.9,20,12,6.0,1761.0529925092903,13.232668681102044,1661.0529925092903,81.4977973568282,19,350.87795474200055,False,6665
4.5,0.55,0.9,20,12,9.0,1736.1774816252182,11.765840689300665,1636.1774816252182,75.77092511013215,19,348.29835687518016,False,6616
4.5,0.55,0.9,20,15,4.0,1563.4796617328095,12.00854524496334,1463.4796617328095,81.93832599118943,18,367.8295978668204,False,6987
4.5,0.55,0.9,20,15,6.0,1811.1885328411222,13.30658225720797,1711.1885328411222,81.93832599118943,19,365.25,False,6938
4.5,0.55,0.9,20,15,9.0,1692.4593354328329,11.852452084466341,1592.4593354328329,74.8898678414097,19,356.6688887287403,False,6775
4.5,0.65,0.7,10,10,4.0,2574.2994473213816,27.22769792093346,2474.2994473213816,95.15418502202643,19,236.00688238685498,False,4483
4.5,0.65,0.7,10,10,6.0,2453.5749910714085,19.953213023543903,2353.5749910714085,92.95154185022027,19,224.05650043240126,False,4256
4.5,0.65,0.7,10,10,9.0,2641.709220535693,26.90499549681525,2541.709220535693,88.10572687224669,19,197.57613865667338,False,3753
4.5,0.65,0.7,10,12,4.0,2534.7657285714417,27.372568871262576,2434.7657285714417,92.07048458149781,19,254.69580570769673,False,4838
4.5,0.65,0.7,10,12,6.0,2640.4073812499955,29.26633198391117,2540.4073812499955,87.22466960352423,19,244.64063851253962,False,4647
4.5,0.65,0.7,10,12,9.0,2773.364201785734,28.26138530280735,2673.364201785734,87.22466960352423,19,227.10990198904582,False,4314
4.5,0.65,0.7,10,15,4.0,2613.352376785757,19.969635299640366,2513.352376785757,92.07048458149781,19,282.3343542807726,False,5363
4.5,0.65,0.7,10,15,6.0,2636.9005892857417,26.419488569281942,2536.9005892857417,91.18942731277532,19,271.43686941481695,False,5156
4.5,0.65,0.7,10,15,9.0,3054.468222321456,13.76013118875099,2954.468222321456,89.42731277533039,19,261.3290573652349,False,4964
4.5,0.65,0.7,15,10,4.0,2514.128312481277,19.61577568933046,2414.128312481277,92.07048458149781,19,228.05750936869413,False,4332
4.5,0.65,0.7,15,10,6.0,2625.665765621907,20.636765130721717,2525.665765621907,88.54625550660793,19,221.8980614009801,False,4215
4.5,0.65,0.7,15,10,9.0,2517.6613991695854,20.592150255872284,2417.6613991695854,85.46255506607929,19,215.47538916114152,False,4093
4.5,0.65,0.7,15,12,4.0,2537.7780925886927,22.510255698205565,2437.7780925886927,90.7488986784141,19,254.537871144422,False,4835
4.5,0.65,0.7,15,12,6.0,2452.8829434315935,22.55336995631869,2352.8829434315935,89.86784140969164,19,250.2209930815797,False,4753
4.5,0.65,0.7,15,12,9.0,2682.738818774961,49.08716475155382,2582.738818774961,88.98678414096916,19,244.74592822138945,False,4649
4.5,0.65,0.7,15,15,4.0,2532.5039282405405,21.36149163623873,2432.5039282405405,92.07048458149781,19,278.7545041798789,False,5295
4.5,0.65,0.7,15,15,6.0,2633.5760204420417,21.148567425573773,2533.5760204420417,88.98678414096916,19,274.12175699048714,False,5207
4.5,0.65,0.7,15,15,9.0,2599.388340166097,21.57490832524768,2499.388340166097,88.10572687224669,19,264.64568319400405,False,5027
4.5,0.65,0.7,20,10,4.0,2304.8813634369812,15.080987764084247,2204.8813634369812,88.10572687224669,19,231.8479388872874,False,4404
4.5,0.65,0.7,20,10,6.0,2359.045601131167,21.50052740983888,2259.045601131167,87.22466960352423,19,231.74264917843757,False,4402
4.5,0.65,0.7,20,10,9.0,2482.269858023262,25.020505928246195,2382.269858023262,86.34361233480176,19,226.8993225713462,False,4310
4.5,0.65,0.7,20,12,4.0,2425.9253743067843,27.742523270895923,2325.9253743067843,86.78414096916299,19,255.53812337849524,False,4854
4.5,0.65,0.7,20,12,6.0,2437.158611615117,29.189187030576356,2337.158611615117,85.90308370044053,19,255.1696093975209,False,4847
4.5,0.65,0.7,20,12,9.0,2582.8616090956084,16.062015384208394,2482.8616090956084,85.46255506607929,19,253.53761891034878,False,4816
4.5,0.65,0.7,20,15,4.0,2436.7405908367673,26.511886868630153,2336.7405908367673,88.10572687224669,19,277.5436725281061,False,5272
4.5,0.65,0.7,20,15,6.0,2550.5680580510643,26.79616918198546,2450.5680580510643,88.54625550660793,19,276.8066445661574,False,5258
4.5,0.65,0.7,20,15,9.0,2653.5012942381095,14.49530094597744,2553.5012942381095,86.34361233480176,19,273.33208417411356,False,5192
4.5,0.65,0.8,10,10,4.0,2242.9146374999773,16.89837424582646,2142.9146374999773,90.7488986784141,19,262.1187301816085,False,4979
4.5,0.65,0.8,10,10,6.0,2214.0139187500063,17.15410451549909,2114.0139187500063,88.98678414096916,19,257.6439175554915,False,4894
4.5,0.65,0.8,10,10,9.0,2332.8899187500324,17.257468312056336,2232.8899187500324,79.29515418502203,19,242.42955462669357,False,4605
4.5,0.65,0.8,10,12,4.0,2306.511951785663,16.80727150795603,2206.511951785663,87.22466960352423,19,284.01898962236953,False,5395
4.5,0.65,0.8,10,12,6.0,2194.007489285711,16.458011114407267,2094.007489285711,85.90308370044053,19,279.280952724128,False,5305
4.5,0.65,0.8,10,12,9.0,2247.3268660714175,18.31663396677941,2148.135516071417,83.25991189427313,19,273.0162150475641,False,5186
4.5,0.65,0.8,10,15,4.0,2298.727575000012,16.902328411263987,2198.727575000012,87.66519823788546,19,305.2348659556068,False,5798
4.5,0.65,0.8,10,15,6.0,2331.2938526785674,17.369809001640533,2231.2938526785674,88.10572687224669,19,304.6031277025079,False,5786
4.5,0.65,0.8,10,15,9.0,2470.9257625000214,16.880881528605567,2370.9257625000214,82.81938325991189,19,283.5451859325454,False,5386
4.5,0.65,0.8,15,10,4.0,2399.9501410526973,12.964786382059836,2299.9501410526973,90.30837004405286,19,272.0159628134909,False,5167
4.5,0.65,0.8,15,10,6.0,2383.013024450533,12.687716577641009,2283.013024450533,89.42731277533039,19,265.2774214471029,False,5039
4.5,0.65,0.8,15,10,9.0,2574.210946921839,14.632318692613191,2478.632496921839,86.78414096916299,19,260.2761602767368,False,4944
4.5,0.65,0.8,15,12,4.0,2304.188342938345,13.592360736324723,2204.188342938345,90.7488986784141,19,298.54896944364367,False,5671
4.5,0.65,0.8,15,12,6.0,2424.5521009427935,13.036180713729312,2324.5521009427935,88.98678414096916,19,289.7046339002594,False,5503
4.5,0.65,0.8,15,12,9.0,2443.5345820429557,14.905033948147898,2344.9567820429556,85.02202643171806,19,285.2824661285673,False,5419
4.5,0.65,0.8,15,15,4.0,2252.734943469036,14.240959595061447,2152.734943469036,91.62995594713657,19,310.3940616892476,False,5896
4.5,0.65,0.8,15,15,6.0,2258.7260741820774,15.798433512428343,2158.7260741820774,90.7488986784141,19,302.97113721533583,False,5755
4.5,0.65,0.8,15,15,9.0,2395.343087868362,10.399337660889362,2295.748587868362,85.90308370044053,19,298.8648385701931,False,5677
4.5,0.65,0.8,20,10,4.0,2236.804192371817,15.560012864921383,2136.804192371817,89.86784140969164,19,272.5950562121649,False,5178
4.5,0.65,0.8,20,10,6.0,2110.3006499498006,12.866615768378416,2010.3006499498008,88.54625550660793,19,267.5937950417988,False,5083
4.5,0.65,0.8,20,10,9.0,2229.5587423731545,9.53232608326617,2129.5587423731545,85.46255506607929,19,257.43333813779185,False,4890
4.5,0.65,0.8,20,12,4.0,2060.985723673897,22.139201015257566,1960.9857236738972,87.66519823788546,19,292.44216633035455,False,5555
4.5,0.65,0.8,20,12,6.0,2242.5571090668514,13.19620150656979,2142.5571090668514,88.98678414096916,19,282.1764197174978,False,5360
4.5,0.65,0.8,20,12,9.0,2207.8997634743264,16.66276224354986,2107.8997634743264,82.81938325991189,19,282.1237748630729,False,5359
4.5,0.65,0.8,20,15,4.0,2164.593619215754,22.326264007085133,2064.593619215754,88.54625550660793,19,308.44620207552606,False,5859
4.5,0.65,0.8,20,15,6.0,2210.1598245933883,13.091467601599687,2110.081424593388,88.10572687224669,19,304.3399034303834,False,5781
4.5,0.65,0.8,20,15,9.0,2121.597543433988,16.81938698608943,2021.5975434339878,80.61674008810573,19,301.60237100028826,False,5729
4.5,0.65,0.9,10,10,4.0,2165.288462500057,10.71607798327808,2065.288462500057,88.98678414096916,19,294.75853992505046,False,5599
4.5,0.65,0.9,10,10,6.0,2004.1878705357433,13.34619940569039,1904.1878705357433,85.46255506607929,19,289.96785817238396,False,5508
4.5,0.65,0.9,10,10,9.0,2162.5094339286306,12.353236048554235,2062.2428339286307,80.1762114537445,19,275.4905232055347,False,5233
4.5,0.65,0.9,10,12,4.0,2028.943871428631,11.476239325216723,1928.943871428631,84.58149779735683,19,311.39431392332085,False,5915
4.5,0.65,0.9,10,12,6.0,2053.4718767857585,12.312358209406462,1953.4718767857587,81.93832599118943,19,298.3383900259441,False,5667
4.5,0.65,0.9,10,12,9.0,2032.846635714338,15.270768205012503,1932.846635714338,75.77092511013215,19,301.07592245603917,False,5719
4.5,0.65,0.9,10,15,4.0,2071.5528401786696,11.550242590461385,1971.5528401786694,88.98678414096916,19,341.1913015278178,False,6481
4.5,0.65,0.9,10,15,6.0,2095.0528026787015,13.480193418964317,1995.0528026787015,87.66519823788546,19,329.82001297203806,False,6265
4.5,0.65,0.9,10,15,9.0,2367.071740178679,11.180466293656366,2267.071740178679,83.70044052863436,19,330.8729100605362,False,6285
4.5,0.65,0.9,15,10,4.0,1984.6189850087508,14.77009001060155,1884.6189850087508,89.42731277533039,19,305.39280051888153,False,5801
4.5,0.65,0.9,15,10,6.0,2097.2995454420607,12.857002920911448,1997.2995454420607,85.90308370044053,19,295.8114370135486,False,5619
4.5,0.65,0.9,15,10,9.0,1980.1840087287726,13.730672954760895,1880.0248087287723,76.65198237885463,19,298.97012827904297,False,5679
4.5,0.65,0.9,15,12,4.0,1898.2067221528494,14.77009001060155,1798.2067221528494,87.66519823788546,19,315.86912654943785,False,6000
4.5,0.65,0.9,15,12,6.0,2037.2951948052025,12.857002920911448,1937.2951948052025,82.81938325991189,19,314.2897809166907,False,5970
4.5,0.65,0.9,15,12,9.0,2136.229985914125,13.740382277923437,2036.229985914125,81.4977973568282,19,299.70715624099165,False,5693
4.5,0.65,0.9,15,15,4.0,1873.8889189872652,14.77009001060155,1773.8889189872652,86.34361233480176,19,323.08147160565005,False,6137
4.5,0.65,0.9,15,15,6.0,2090.805873401594,12.857002920911448,1990.805873401594,82.37885462555066,19,317.1852479100605,False,6025
4.5,0.65,0.9,15,15,9.0,2075.5621286214136,13.740382277923437,1975.5621286214139,80.61674008810573,19,329.24091957336407,False,6254
4.5,0.65,0.9,20,10,4.0,1994.857311433888,10.881513769717449,1894.857311433888,85.02202643171806,19,306.0771836264053,False,5814
4.5,0.65,0.9,20,10,6.0,2008.5784112802337,11.440788748849352,1908.5784112802337,84.58149779735683,19,301.3391467281637,False,5724
4.5,0.65,0.9,20,10,9.0,2237.5978595092197,9.53232608326617,2137.5978595092197,81.93832599118943,19,287.9673537042375,False,5470
4.5,0.65,0.9,20,12,4.0,2089.28152930734,11.120356512022529,1989.2815293073402,88.10572687224669,19,317.44847218218507,False,6030
4.5,0.65,0.9,20,12,6.0,2168.035151295048,11.759586297548406,2068.035151295048,86.34361233480176,19,318.7645935428077,False,6055
4.5,0.65,0.9,20,12,9.0,2045.4839122465787,13.157503806884693,1945.4839122465787,79.73568281938326,19,307.0247910060536,False,5832
4.5,0.65,0.9,20,15,4.0,2074.042914382566,11.235766262821711,1974.0429143825659,86.34361233480176,19,327.55628423176705,False,6222
4.5,0.65,0.9,20,15,6.0,2090.664829715185,11.85155705870926,1990.664829715185,85.90308370044053,19,330.76762035168633,False,6283
4.5,0.65,0.9,20,15,9.0,2108.593617746064,13.272747364829964,2008.593617746064,81.93832599118943,19,322.50237820697606,False,6126
4.5,0.75,0.7,10,10,4.0,2488.400713392837,26.74489608652233,2388.400713392837,91.62995594713657,19,203.84087633323725,False,3872
