atr_mult,rebound,vol_block,atr_fast,atr_slow,final,dd,months,med,nb_worst,nb_dd_worst,nb_yrs_min
4.6,0.65,0.9,20,288,1787.93,19.57,66.1,5.99,947.2,21.49,15
